          10      0.0000
          20      0.0000
          30      0.0000
          40      0.0000
          50      0.0000
          60      0.0000
          70      0.0000
          80      0.0000
          90      0.0000
         100      0.0000
         110      0.0000
         120      0.0000
         130      0.0000
         140      0.0000
         150      0.0000
         160      0.0000
         170      0.0000
         180      0.0000
         190      0.0000
         200      0.0000
         210      0.0000
         220      0.0000
